numero_catastro,propietario,ci,direccion,zona,distrito,manzano,lote,superficie_terreno,area_construida,uso_suelo,matricula_ddrr,valor_catastral,impuesto_anual,latitud,longitud,zona_original,zona_canonica,distrito_original,distrito_corregido,comuna_corregida,motivo_validacion
08-18-534-4488-000,Rodolfo ManjÃ³n Atienza,3937209 CBBA,Av. AmÃ©rica NÂ° 2278,SUDESTE,5,701,36,337,284,Salud,3.01.1.12.8330480,230845,346.27,-17.432927,-66.144382,SUDESTE,SUDESTE,5,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-16-705-8249-000,Lourdes Ribas,5722640 CBBA,Av. CircunvalaciÃ³n NÂ° 3312,QUERU QUERU ALTO,15,841,30,998,870,Educativo,3.01.1.97.8694704,1586820,2380.23,-17.353513,-66.158537,QUERU QUERU ALTO,QUERU QUERU ALTO,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-07-359-2248-000,Maribel Vara-EchevarrÃ­a,2136090 CBBA,Av. Melchor PÃ©rez NÂ° 3028,CALA CALA,8,647,41,336,208,Mixto,3.01.1.24.3773413,442848,664.27,-17.412402,-66.183166,CALA CALA,CALA CALA,8,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-04-485-2426-000,Custodia Gisbert,3735616 CBBA,Av. VillazÃ³n NÂ° 3054,SARCO,4,20,49,799,298,Residencial,3.01.1.79.4849161,1185716,1778.57,-17.402805,-66.154821,SARCO,SARCO,4,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-03-257-7227-000,Maura Maestre Cerro,6372710 CBBA,Av. AmÃ©rica NÂ° 1315,CHIQUICOLLO,8,667,33,481,289,Industrial,3.01.1.65.8002474,1003366,1505.05,-17.395249,-66.19209,CHIQUICOLLO,CHIQUICOLLO,8,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-02-553-1499-000,Matilde Villalobos AragÃ³n,3097048 CBBA,Av. Melchor PÃ©rez NÂ° 988,JAIHUAYCO,12,86,22,197,62,Educativo,3.01.1.89.5677636,172769,259.15,-17.416005,-66.140299,JAIHUAYCO,JAIHUAYCO,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-19-395-9139-000,Adela AlcalÃ¡ BaÃ±os,8656475 CBBA,Av. VillazÃ³n NÂ° 1958,SUDOESTE,6,955,41,879,248,Residencial,3.01.1.39.7873192,1029309,1543.96,-17.412448,-66.164343,SUDOESTE,SUDOESTE,6,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-17-084-1272-000,MarÃ­a Ãngeles Romeu,5402252 CBBA,Av. VillazÃ³n NÂ° 3390,PUKARA GRANDE NORTE,10,309,31,876,170,Residencial,3.01.1.50.1407652,1452408,2178.61,-17.425568,-66.138439,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-04-543-0295-000,Omar Alegria Redondo,9703578 CBBA,Av. VillazÃ³n NÂ° 2421,HIPODROMO,11,585,11,189,136,Industrial,3.01.1.72.5319769,471366,707.05,-17.381199,-66.164139,HIPODROMO,HIPÓDROMO,11,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-17-244-7414-000,Cleto Boada,3437715 CBBA,Av. CircunvalaciÃ³n NÂ° 4741,LAS CUADRAS,6,890,21,543,223,Industrial,3.01.1.92.4447982,671148,1006.72,-17.392275,-66.1744,LAS CUADRAS,LAS CUADRAS,6,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-15-799-2327-000,Lina Segarra Querol,3682728 CBBA,Av. CircunvalaciÃ³n NÂ° 2344,JAIHUAYCO,12,277,14,346,142,Mixto,3.01.1.80.2272462,529380,794.07,-17.367144,-66.137054,JAIHUAYCO,JAIHUAYCO,12,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-11-150-4470-000,Perlita Pascual GuzmÃ¡n,9761292 CBBA,Av. CircunvalaciÃ³n NÂ° 2349,TICTI,8,362,3,939,430,Residencial,3.01.1.29.2624794,1302393,1953.59,-17.381847,-66.2013,TICTI,TICTI,8,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-15-661-5801-000,Juan JosÃ© Salamanca Pol,5486751 CBBA,Av. AmÃ©rica NÂ° 1373,VALLE HERMOSO,6,863,46,423,91,Residencial,3.01.1.25.2648247,626040,939.06,-17.402254,-66.173061,VALLE HERMOSO,VALLE HERMOSO,6,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-18-222-7326-000,Toribio del Pulido,4781682 CBBA,Av. VillazÃ³n NÂ° 4856,SUDESTE,15,505,34,759,720,Salud,3.01.1.18.5934918,1683462,2525.19,-17.401018,-66.151455,SUDESTE,SUDESTE,15,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-11-734-7268-000,Daniela de Madrid,9574610 CBBA,Av. Blanco Galindo NÂ° 2908,LACMA,4,579,5,284,55,Industrial,3.01.1.85.8530665,253612,380.42,-17.402594,-66.171338,LACMA,LACMA,4,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-06-128-8936-000,Nuria Cornejo Cabrero,1587683 CBBA,Av. Beijing NÂ° 671,VALLE HERMOSO OESTE,13,437,35,361,334,Mixto,3.01.1.30.3532792,414067,621.1,-17.368048,-66.150048,VALLE HERMOSO OESTE,VALLE HERMOSO OESTE,13,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-10-579-6108-000,Bernardita RamÃ­rez,1129737 CBBA,Av. Blanco Galindo NÂ° 1207,SUDOESTE,6,785,27,870,438,Industrial,3.01.1.17.6678287,1743480,2615.22,-17.418715,-66.146802,SUDOESTE,SUDOESTE,6,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-02-976-1314-000,Crescencia HernÃ¡ndez Llanos,9282806 CBBA,Av. Beijing NÂ° 3675,KHARA KHARA ARRUMANI,10,565,4,666,134,Salud,3.01.1.39.2460827,640692,961.04,-17.416646,-66.129651,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,10,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-11-504-4830-000,Margarita Alberdi Ojeda,9438018 CBBA,Av. Melchor PÃ©rez NÂ° 3119,QUERU QUERU ALTO,7,459,32,386,355,Educativo,3.01.1.43.4942580,251286,376.93,-17.463605,-66.128557,QUERU QUERU ALTO,QUERU QUERU ALTO,7,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-20-276-9378-000,Nayara Nevado Girona,5176957 CBBA,Av. Blanco Galindo NÂ° 2253,CHIQUICOLLO,14,223,25,1148,899,Industrial,3.01.1.15.7747463,2724204,4086.31,-17.420924,-66.139316,CHIQUICOLLO,CHIQUICOLLO,14,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
04-03-130-0408-000,Valero Lloret-Gaya,5304668 CBBA,Av. Melchor PÃ©rez NÂ° 4855,ARANJUEZ ALTO,11,720,36,878,533,Educativo,3.01.1.45.9310212,1526842,2290.26,-17.430967,-66.181313,ARANJUEZ ALTO,ARANJUEZ ALTO,11,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-20-552-7844-000,MartÃ­n Alejo Beltran SolÃ­s,6101787 CBBA,Av. AmÃ©rica NÂ° 3275,KHARA KHARA ARRUMANI,5,159,10,436,431,Mixto,3.01.1.28.6693102,304328,456.49,-17.357957,-66.149651,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,5,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-07-506-3325-000,Luis Ãngel Nebot Machado,8926771 CBBA,Av. Beijing NÂ° 210,TUPURAYA,11,324,34,1170,436,Industrial,3.01.1.41.5772563,1772550,2658.83,-17.372135,-66.171277,TUPURAYA,TUPURAYA,11,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-07-369-8815-000,CristÃ³bal Morell,1228400 CBBA,Av. Beijing NÂ° 2477,PUKARA GRANDE OESTE,11,49,10,492,480,Comercial,3.01.1.18.8434744,813768,1220.65,-17.34627,-66.160902,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,11,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-16-220-2154-000,Esmeralda Martina Abella BadÃ­a,7197965 CBBA,Av. Melchor PÃ©rez NÂ° 1526,TICTI,15,921,43,752,394,Industrial,3.01.1.22.8312822,779072,1168.61,-17.461997,-66.142503,TICTI,TICTI,15,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-11-334-7108-000,Prudencia Roca Quero,2667773 CBBA,Av. CircunvalaciÃ³n NÂ° 4627,QUERU QUERU ALTO,5,814,23,767,147,Educativo,3.01.1.45.3686288,1663623,2495.43,-17.425337,-66.167768,QUERU QUERU ALTO,QUERU QUERU ALTO,5,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-09-938-8269-000,Graciano de Roda,9711790 CBBA,Av. Beijing NÂ° 4331,NOROESTE,4,685,21,393,184,Residencial,3.01.1.75.1960513,582819,874.23,-17.422128,-66.125164,NOROESTE,NOROESTE,4,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-01-177-8828-000,Bibiana Suarez Bustamante,1791698 CBBA,Av. Melchor PÃ©rez NÂ° 2151,NOROESTE,3,74,41,1074,826,Educativo,3.01.1.26.7710757,2414352,3621.53,-17.374953,-66.146964,NOROESTE,NOROESTE,3,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-03-791-9727-000,Fausto de Correa,3108016 CBBA,Av. Melchor PÃ©rez NÂ° 2101,SARCO,2,781,23,1144,667,Residencial,3.01.1.23.6693307,2448160,3672.24,-17.411987,-66.127232,SARCO,SARCO,2,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-16-155-3029-000,Elvira Vicente Hidalgo,1106877 CBBA,Av. CircunvalaciÃ³n NÂ° 4597,KHARA KHARA ARRUMANI,7,63,34,645,260,Residencial,3.01.1.14.1174632,1050705,1576.06,-17.425827,-66.190651,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,7,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-13-577-8895-000,Florencia Olmedo ValentÃ­n,5249100 CBBA,Av. AmÃ©rica NÂ° 509,TAMBORADA PUKARITA,5,407,17,311,117,Residencial,3.01.1.99.2385119,664607,996.91,-17.44303,-66.108822,TAMBORADA PUKARITA,TAMBORADA PUKARITA,5,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
09-04-551-0076-000,Anabel BarragÃ¡n Robledo,9393217 CBBA,Av. Melchor PÃ©rez NÂ° 697,ALALAY NORTE,8,366,13,853,360,Educativo,3.01.1.15.7257272,1853569,2780.35,-17.451229,-66.144136,ALALAY NORTE,ALALAY NORTE,8,6,VALLE HERMOSO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-17-861-2004-000,Carlito Valenzuela Tejada,9837266 CBBA,Av. Blanco Galindo NÂ° 1325,PUKARA GRANDE NORTE,5,972,10,603,579,Educativo,3.01.1.23.5475037,932841,1399.26,-17.351953,-66.152139,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,5,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-16-553-5430-000,Jaime Cervantes Vilar,2716951 CBBA,Av. CircunvalaciÃ³n NÂ° 4845,LACMA,9,383,14,806,496,Comercial,3.01.1.94.1418832,1001858,1502.79,-17.354312,-66.17117,LACMA,LACMA,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-15-569-4641-000,Evangelina Amo,1336512 CBBA,Av. Melchor PÃ©rez NÂ° 3524,HIPODROMO,11,959,29,208,116,Educativo,3.01.1.16.6280855,480896,721.34,-17.428081,-66.138138,HIPODROMO,HIPÓDROMO,11,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-07-754-1967-000,Anselmo MarÃ­a Benito Correa,4704199 CBBA,Av. Blanco Galindo NÂ° 1967,PUKARA GRANDE SUR,6,796,24,290,207,Industrial,3.01.1.77.2493335,597110,895.66,-17.433785,-66.189996,PUKARA GRANDE SUR,PUKARA GRANDE SUR,6,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-15-925-5836-000,MoisÃ©s PavÃ³n Poza,6425709 CBBA,Av. VillazÃ³n NÂ° 3512,SARCO,7,13,14,334,135,Residencial,3.01.1.36.4398859,262190,393.29,-17.439707,-66.177872,SARCO,SARCO,7,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-03-919-5262-000,Angelita Puerta AntÃ³n,4608141 CBBA,Av. Beijing NÂ° 2436,LA MAICA,1,9,38,784,356,Comercial,3.01.1.90.5959084,1458240,2187.36,-17.43898,-66.121204,LA MAICA,LA MAICA,1,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-20-309-8719-000,Tecla ValdÃ©s Salamanca,7691202 CBBA,Av. AmÃ©rica NÂ° 3481,VILLA BUSCH,2,800,27,337,182,Comercial,3.01.1.20.4497003,668608,1002.91,-17.380662,-66.151863,VILLA BUSCH,VILLA BUSH,2,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-20-978-7084-000,Azahara PiÃ±a,6375167 CBBA,Av. VillazÃ³n NÂ° 3197,VALLE HERMOSO,13,722,36,462,56,Residencial,3.01.1.82.4623758,1002078,1503.12,-17.388634,-66.134875,VALLE HERMOSO,VALLE HERMOSO,13,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-17-746-4480-000,Teresa Baeza,1487624 CBBA,Av. Melchor PÃ©rez NÂ° 4450,PUKARA GRANDE OESTE,14,710,12,241,52,Industrial,3.01.1.71.1209861,506341,759.51,-17.404998,-66.196535,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,14,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-02-064-9932-000,FÃ©lix VallÃ©s Cabezas,7186744 CBBA,Av. CircunvalaciÃ³n NÂ° 919,PUKARA GRANDE OESTE,3,280,22,980,730,Mixto,3.01.1.56.3664355,1380820,2071.23,-17.424505,-66.161297,PUKARA GRANDE OESTE,PUKARA GRANDE OESTE,3,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
12-06-353-0024-000,Eligia Espada Rueda,6092450 CBBA,Av. Beijing NÂ° 1398,PUKARA GRANDE SUR,2,810,36,1146,293,Industrial,3.01.1.44.4831290,1230804,1846.21,-17.367317,-66.145679,PUKARA GRANDE SUR,PUKARA GRANDE SUR,2,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-11-617-7971-000,Jordana Alfaro ArÃ©valo,8958517 CBBA,Av. CircunvalaciÃ³n NÂ° 2005,SARCOBAMBA,15,70,18,783,231,Industrial,3.01.1.57.8426647,1508841,2263.26,-17.42275,-66.1456,SARCOBAMBA,SARCOBAMBA,15,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-04-734-5395-000,Valerio de Saavedra,8933555 CBBA,Av. Beijing NÂ° 2002,LA MAICA,10,784,28,171,78,Salud,3.01.1.46.9005991,346446,519.67,-17.391319,-66.133832,LA MAICA,LA MAICA,10,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
05-02-877-6316-000,Crescencia AlarcÃ³n,6647542 CBBA,Av. Melchor PÃ©rez NÂ° 3689,USPHA USPHA,9,953,21,178,118,Industrial,3.01.1.24.6812523,282664,424.0,-17.395202,-66.152517,USPHA USPHA,USPHA USPHA,9,8,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-02-508-4509-000,MarÃ­a BelÃ©n VerÃ³nica Borja Pardo,3256293 CBBA,Av. Melchor PÃ©rez NÂ° 4640,TAMBORADA PUKARITA,4,690,41,793,170,Salud,3.01.1.91.8041347,1249768,1874.65,-17.436153,-66.184717,TAMBORADA PUKARITA,TAMBORADA PUKARITA,4,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-09-739-6495-000,ClÃ­maco Marcelino Alberola Coello,9437349 CBBA,Av. Melchor PÃ©rez NÂ° 1003,SUDOESTE,6,942,39,1006,780,Salud,3.01.1.53.2695238,1593504,2390.26,-17.460124,-66.11448,SUDOESTE,SUDOESTE,6,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-02-910-3044-000,Edelmira Saavedra Pacheco,3773736 CBBA,Av. AmÃ©rica NÂ° 1658,LA CHIMBA,15,517,1,1022,243,Educativo,3.01.1.70.5785087,933086,1399.63,-17.469283,-66.144162,LA CHIMBA,CHIMBA,15,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-14-142-2479-000,Eli Aliaga Campoy,8860029 CBBA,Av. Melchor PÃ©rez NÂ° 730,KHARA KHARA ARRUMANI,13,674,50,882,501,Industrial,3.01.1.91.8569991,1515276,2272.91,-17.435873,-66.16671,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,13,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-13-671-6828-000,Mirta Carranza,1959853 CBBA,Av. Blanco Galindo NÂ° 687,JAIHUAYCO,4,406,23,633,237,Industrial,3.01.1.36.7091910,1028625,1542.94,-17.452386,-66.159558,JAIHUAYCO,JAIHUAYCO,4,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-20-788-0745-000,Raimundo del Ãngel,4547840 CBBA,Av. VillazÃ³n NÂ° 2192,JAIHUAYCO,3,858,11,545,217,Residencial,3.01.1.69.7403274,891620,1337.43,-17.416195,-66.160277,JAIHUAYCO,JAIHUAYCO,3,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-20-182-4064-000,Calisto Olmo Bejarano,4703775 CBBA,Av. VillazÃ³n NÂ° 1956,NORESTE,9,148,38,905,442,Industrial,3.01.1.90.1906043,966540,1449.81,-17.402543,-66.175425,NORESTE,NORESTE,9,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-10-812-3208-000,Donato Calatayud Guardia,2834029 CBBA,Av. Blanco Galindo NÂ° 1696,QUERU QUERU ALTO,8,47,2,1129,712,Comercial,3.01.1.57.3906547,2035587,3053.38,-17.4325,-66.187434,QUERU QUERU ALTO,QUERU QUERU ALTO,8,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-10-022-6441-000,Alba Lamas-Sarmiento,8329912 CBBA,Av. AmÃ©rica NÂ° 2330,SARCO,11,891,6,582,353,Mixto,3.01.1.69.2509386,1055748,1583.62,-17.384032,-66.178362,SARCO,SARCO,11,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-05-543-3180-000,Ariel Revilla Solano,8410990 CBBA,Av. Blanco Galindo NÂ° 2456,PUKARA GRANDE SUR,15,651,29,959,477,Comercial,3.01.1.16.2804550,1918959,2878.44,-17.446603,-66.131264,PUKARA GRANDE SUR,PUKARA GRANDE SUR,15,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
06-13-192-4706-000,Dorita LledÃ³ Carrasco,2907577 CBBA,Av. CircunvalaciÃ³n NÂ° 1675,KHARA KHARA ARRUMANI,12,944,7,659,400,Residencial,3.01.1.77.3520447,1318000,1977.0,-17.398049,-66.202376,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,12,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-13-102-9986-000,Remedios CatalÃ¡n,1853338 CBBA,Av. Melchor PÃ©rez NÂ° 3268,TAMBORADA PUKARITA,14,491,7,203,156,Educativo,3.01.1.90.6733939,299222,448.83,-17.373903,-66.165795,TAMBORADA PUKARITA,TAMBORADA PUKARITA,14,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-02-216-4586-000,Jenaro Cerezo DÃ¡vila,7730898 CBBA,Av. AmÃ©rica NÂ° 1273,PUKARA GRANDE NORTE,10,560,5,432,189,Educativo,3.01.1.20.3060956,667008,1000.51,-17.419314,-66.1691,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-17-540-9127-000,Marciano Castellanos Benet,7985843 CBBA,Av. Melchor PÃ©rez NÂ° 4483,LACMA,6,954,23,1098,882,Industrial,3.01.1.80.5121250,2291526,3437.29,-17.360259,-66.17907,LACMA,LACMA,6,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-08-580-2235-000,Maxi Palau Iniesta,3762236 CBBA,Av. Blanco Galindo NÂ° 4790,VILLA BUSCH,14,645,15,412,58,Residencial,3.01.1.92.3747085,669088,1003.63,-17.415267,-66.129078,VILLA BUSCH,VILLA BUSH,14,4,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-04-708-5197-000,Febe Fuertes Mena,2351309 CBBA,Av. Melchor PÃ©rez NÂ° 1352,CALA CALA,13,140,8,335,51,Industrial,3.01.1.39.9993055,339690,509.54,-17.3771,-66.149414,CALA CALA,CALA CALA,13,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
03-04-105-4080-000,AmÃ­lcar Saez ArÃ©valo,8733486 CBBA,Av. AmÃ©rica NÂ° 2469,CHIQUICOLLO,5,822,18,1197,350,Comercial,3.01.1.55.1351256,1034208,1551.31,-17.422776,-66.117773,CHIQUICOLLO,CHIQUICOLLO,5,3,MOLLE,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-10-542-7073-000,Eufemia Rosales Cases,9204002 CBBA,Av. Blanco Galindo NÂ° 3488,LACMA,4,970,20,578,166,Mixto,3.01.1.66.2149155,1202240,1803.36,-17.39574,-66.207232,LACMA,LACMA,4,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
11-17-319-7873-000,Rosario Varela Naranjo,4718473 CBBA,Av. CircunvalaciÃ³n NÂ° 2981,SUDOESTE,8,314,35,471,228,Educativo,3.01.1.28.6067553,467703,701.55,-17.415396,-66.131085,SUDOESTE,SUDOESTE,8,10,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
14-18-116-8520-000,Francisco Javier QuirÃ³s Miralles,6420910 CBBA,Av. Melchor PÃ©rez NÂ° 3808,HIPODROMO,6,72,39,859,295,Industrial,3.01.1.98.3379073,1069455,1604.18,-17.45452,-66.159098,HIPODROMO,HIPÓDROMO,6,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
08-17-679-6581-000,Berta Barroso VizcaÃ­no,5949656 CBBA,Av. Blanco Galindo NÂ° 230,VALLE HERMOSO,14,917,34,377,213,Educativo,3.01.1.30.6557838,836940,1255.41,-17.450403,-66.122632,VALLE HERMOSO,VALLE HERMOSO,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-10-939-0602-000,Daniel Romeu BarÃ³,4406398 CBBA,Av. Blanco Galindo NÂ° 2057,TEMPORAL PAMPA,15,652,37,381,311,Educativo,3.01.1.50.2575818,510921,766.38,-17.430414,-66.125542,TEMPORAL PAMPA,TEMPORAL PAMPA,15,2,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
13-04-290-4068-000,AarÃ³n PagÃ¨s-LlabrÃ©s,9184885 CBBA,Av. Blanco Galindo NÂ° 2187,CALA CALA,10,97,18,534,333,Residencial,3.01.1.51.7117598,803136,1204.7,-17.44851,-66.155423,CALA CALA,CALA CALA,10,12,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-20-586-8680-000,Ãmbar Atienza-MÃ¡rquez,7548617 CBBA,Av. CircunvalaciÃ³n NÂ° 559,PUKARA GRANDE NORTE,10,617,18,1041,272,Comercial,3.01.1.22.1337850,1016016,1524.02,-17.380493,-66.185818,PUKARA GRANDE NORTE,PUKARA GRANDE NORTE,10,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-14-101-5033-000,Dorita Izquierdo Perez,2803339 CBBA,Av. VillazÃ³n NÂ° 3810,VALLE HERMOSO,9,734,2,678,121,Residencial,3.01.1.17.8011695,1214976,1822.46,-17.454344,-66.152608,VALLE HERMOSO,VALLE HERMOSO,9,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
10-15-157-4130-000,Isidro Pera-Cid,1770381 CBBA,Av. Melchor PÃ©rez NÂ° 1101,MESADILLA,2,919,42,1041,145,Salud,3.01.1.28.5364793,2053893,3080.84,-17.402908,-66.152925,MESADILLA,MESADILLA,2,1,TUNARI,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
02-16-351-7704-000,MartÃ­n Osorio Busquets,5041780 CBBA,Av. CircunvalaciÃ³n NÂ° 4678,PUKARA GRANDE SUR,2,661,3,1023,99,Industrial,3.01.1.10.3378111,875688,1313.53,-17.405695,-66.129016,PUKARA GRANDE SUR,PUKARA GRANDE SUR,2,9,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
15-14-995-9168-000,Lino del Soriano,8247014 CBBA,Av. Melchor PÃ©rez NÂ° 2502,TICTI,14,612,15,511,97,Industrial,3.01.1.90.7393826,415443,623.16,-17.392626,-66.132563,TICTI,TICTI,14,5,ALEJO CALATAYUD,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
07-13-263-0405-000,Asdrubal Claudio Zorrilla GÃ¡lvez,3114019 CBBA,Av. Beijing NÂ° 4293,LAS CUADRAS,4,216,24,669,577,Mixto,3.01.1.68.1387515,678366,1017.55,-17.365478,-66.181526,LAS CUADRAS,LAS CUADRAS,4,11,ADELA ZAMUDIO,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
01-14-096-0544-000,Teodora CastejÃ³n PavÃ³n,8234102 CBBA,Av. Beijing NÂ° 4939,KHARA KHARA ARRUMANI,5,738,21,1003,121,Mixto,3.01.1.90.6246685,2477410,3716.12,-17.450475,-66.160561,KHARA KHARA ARRUMANI,KHARA KHARA ARRUMANI,5,15,ITOCTA,DISTRITO CORREGIDO POR CATALOGO ZONA-DISTRITO
