numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00044762,02-02-258-5307-000,FLORA SANTOS,1879625 CBBA,Residencial,R4,ED:83:34:CF:41:AE,11/07/13,ACTIVO,"1/2""",Agua Potable
CT-00044772,09-07-898-4160-000,AMARO BAUZÃ ALSINA,7008347 CBBA,Residencial,R1,87:B0:6B:77:72:16,11/24/24,ACTIVO,"1/2""",Agua Potable
CT-00044773,10-10-784-8026-000,ALEJANDRO DE ESTEVE,5365247 CBBA,Residencial,R1,5C:42:0A:BC:9A:60,07/11/20,CORTADO,"1/2""",Agua + Alcantarillado
CT-00044786,09-14-315-2272-000,VASCO LINO CANET ZURITA,2515595 CBBA,Residencial,R2,FB:1E:2D:25:66:D8,04/17/18,ACTIVO,"1/2""",Agua Potable
CT-00044795,03-10-594-8350-000,DIMAS DEL BAUZÃ,6725225 CBBA,Residencial,R4,8A:55:7D:78:9B:9A,04/11/15,ACTIVO,"1""",Agua Potable
CT-00044810,13-08-257-6351-000,MODESTA ZORRILLA,2712724 CBBA,Residencial,R4,67:F4:C3:1B:55:C5,07/11/25,ACTIVO,"3/4""",Agua Industrial
CT-00044815,15-09-301-5198-000,CECILIO RAMIS COELLO,1044596 CBBA,Residencial,R2,27:49:79:30:2D:16,12/16/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00044817,09-08-081-7225-000,LETICIA PEÃ±A CID,3970911 CBBA,Residencial,R3,D7:92:E7:92:4D:C6,07/10/19,ACTIVO,"1""",Agua Potable
CT-00044841,10-08-964-2149-000,HAYDÃ©E ARAGONÃ©S CARBAJO,3473265 CBBA,Residencial,R3,C5:ED:54:66:89:93,10/30/11,ACTIVO,"1""",Agua Potable
CT-00044860,12-09-799-0516-000,MARGARITA GUZMAN RICO,3699001 CBBA,Residencial,R2,4F:07:70:9B:03:D8,01/25/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00044871,05-15-397-3227-000,GERMÃ¡N HIPÃ³LITO ROMAN CID,2968363 CBBA,Residencial,R3,46:91:43:16:09:9A,04/06/15,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00044882,07-08-968-6402-000,CLOTILDE XIMENA SOTO BARRERA,2324946 CBBA,Industrial,I,32:23:96:27:45:12,04/28/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00044923,06-13-103-3520-000,LUPE OROZCO-MORA,5136304 CBBA,Residencial,R2,D8:E2:B2:75:B1:1E,04/26/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00044952,08-06-956-8307-000,MALENA VERDUGO ANDRADE,6969710 CBBA,Residencial,R3,D6:D1:AD:C8:81:2C,01/28/22,INACTIVO,"1/2""",Agua Industrial
CT-00044965,12-05-679-6086-000,NICOLÃ¡S TRILLO RINCÃ³N,8236433 CBBA,Residencial,R1,FF:05:29:EF:22:9D,12/23/17,MOROSO,"1/2""",Solo Agua
CT-00044975,06-19-039-8095-000,FILOMENA DE FARRÃ©,3919521 CBBA,Residencial,R2,EF:71:5D:59:1E:C8,12/14/17,ACTIVO,"3/4""",Agua Potable
CT-00045006,07-09-726-7542-000,MARÃ­A ÃNGELES BAEZA CASTEJÃ³N,2537458 CBBA,Comercial,C,94:7B:48:79:DC:01,10/15/19,CORTADO,"1/2""",Agua Potable
CT-00045011,12-10-895-8298-000,VERA CARBALLO HERNANDO,8036494 CBBA,Comercial,C,45:23:2B:AC:5C:9C,10/20/12,ACTIVO,"1""",Agua + Alcantarillado
CT-00045017,03-15-408-0255-000,MACARIO CAÃ±IZARES CHACÃ³N,8203519 CBBA,Comercial,C,D7:8F:80:E6:3C:F2,06/21/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045054,13-11-663-2262-000,MORENO GRAU MASCARÃ³,4732767 CBBA,Comercial,C,6A:7E:74:88:04:E7,10/08/18,ACTIVO,"1""",Agua Potable
CT-00045059,08-18-596-0475-000,EUSEBIA GIRALT BELLIDO,8516507 CBBA,Preferencial,P,DE:74:1E:61:7D:E2,02/01/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045063,08-17-349-7326-000,CHE TERRÃ³N-FÃ¡BREGAS,9728446 CBBA,Comercial Especial,CE,9F:CE:67:EF:78:B7,05/26/15,ACTIVO,"1/2""",Agua Potable
CT-00045069,09-16-780-8567-000,BENIGNA AGUILAR PRIEGO,7289991 CBBA,Residencial,R3,21:FC:01:25:4A:E4,11/11/18,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00045137,08-06-770-5150-000,REYES RIQUELME VALENCIA,6321153 CBBA,Residencial,R2,4A:CD:A2:DF:B4:7B,09/12/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045175,14-05-900-6513-000,AMADO NEVADO FAJARDO,7900493 CBBA,Residencial,R2,11:03:CE:C0:54:25,07/24/14,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00045191,01-20-506-1077-000,ERIC GARRIGA VALDÃ©S,9402927 CBBA,Residencial,R1,34:E2:3E:30:B1:50,11/23/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045200,10-10-034-2412-000,MAR AZCONA JULIÃ¡N,7354869 CBBA,Residencial,R1,80:1A:CF:71:6B:AA,02/11/26,SUSPENDIDO,"1/2""",Agua Potable
CT-00045207,03-11-144-1077-000,NOELIA MAMEN MIRÃ³ JARA,5307597 CBBA,Residencial,R3,F5:78:B3:25:5D:1C,05/26/14,MOROSO,"1/2""",Agua Potable
CT-00045214,08-11-591-9286-000,AMARILIS NEIRA ALEGRE,8402176 CBBA,Residencial,R2,7F:BF:DB:63:64:0C,04/21/18,ACTIVO,"1/2""",Solo Agua
CT-00045224,15-08-816-2814-000,BENITO CORRAL LLEDÃ³,2330134 CBBA,Residencial,R2,2F:F8:03:BF:68:A4,06/19/16,SUSPENDIDO,"1""",Agua + Alcantarillado
CT-00045233,07-11-168-3493-000,CECILIO CASTELL-GIMÃ©NEZ,9128784 CBBA,Residencial,R1,C0:5B:F6:A8:7D:6E,11/20/23,ACTIVO,"1""",Agua + Alcantarillado
CT-00045235,03-19-871-8465-000,FELICIDAD DE CORREA,3163541 CBBA,Residencial,R3,4F:FD:5E:0D:E6:11,08/07/23,ACTIVO,"1/2""",Solo Agua
CT-00045264,09-18-378-9349-000,CRESCENCIA OJEDA-AZORIN,2401521 CBBA,Residencial,R4,98:C4:5D:45:E4:F7,12/08/11,ACTIVO,"1/2""",Agua Potable
CT-00045286,12-15-771-3113-000,BERNABÃ© VERDÃº GIL,1658423 CBBA,Residencial,R3,44:16:20:C6:C6:F9,11/28/15,ACTIVO,"1/2""",Agua Potable
CT-00045299,01-15-843-1283-000,GASPAR DEL OSORIO,9624824 CBBA,Residencial,R1,7B:C0:7D:C7:FA:C2,05/19/21,SUSPENDIDO,"1/2""",Agua Potable
CT-00045311,06-06-951-7153-000,CANDELARIO PINEDA MÃ©NDEZ,8203476 CBBA,Residencial,R4,84:D0:59:6A:00:63,06/25/22,ACTIVO,"1/2""",Agua Potable
CT-00045314,08-12-184-0230-000,VIRGILIO BUENDÃ­A,7294924 CBBA,Comercial,C,3D:77:E6:FE:75:81,01/19/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045315,07-13-004-7285-000,MONTSERRAT VILLALBA VILLALONGA,8687978 CBBA,Industrial,I,0C:9B:B9:91:69:41,12/15/23,ACTIVO,"1 1/2""",Agua Potable
CT-00045329,07-08-773-1679-000,LOURDES IBORRA REAL,7741187 CBBA,Residencial,R3,A5:78:47:09:FE:BB,12/23/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045350,03-12-551-2438-000,VINICIO IGNACIO GALLO MEDINA,2265710 CBBA,Residencial,R4,77:D1:58:F0:1A:4D,02/05/20,ACTIVO,"1/2""",Agua Potable
CT-00045352,02-08-675-9633-000,NATANAEL BARÃ³ MAESTRE,3489173 CBBA,Comercial,C,34:60:D0:1A:71:6A,09/19/13,ACTIVO,"1/2""",Agua Potable
CT-00045379,02-11-966-1632-000,GEORGINA CÃ©SPEDES-DIEGO,8544182 CBBA,Industrial,I,E2:3C:04:F1:5C:1F,10/02/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045392,10-15-712-2720-000,MATÃ­AS CADENAS MORELL,5030963 CBBA,Residencial,R2,6F:9F:33:B5:3B:92,04/10/12,CORTADO,"1/2""",Agua + Alcantarillado
CT-00045396,11-06-730-1907-000,ISA ALCALDE CUESTA,6847302 CBBA,Residencial,R2,33:E9:A5:5B:22:F0,09/29/25,ACTIVO,"1/2""",Agua Potable
CT-00045408,09-13-500-3751-000,ROMÃ¡N GODOY ALONSO,5195868 CBBA,Residencial,R4,BD:64:6E:34:C7:AF,07/01/15,ACTIVO,"1/2""",Agua Potable
CT-00045414,12-12-183-6300-000,GRACIANA ELÃ­AS,8377888 CBBA,Residencial,R3,DA:DB:89:69:BC:C9,10/23/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045424,01-08-316-5756-000,JACINTO DE RUANO,1492675 CBBA,Residencial,R1,5C:3B:A8:C1:4A:95,04/27/14,ACTIVO,"3""",Agua Potable
CT-00045430,14-08-985-4503-000,ILDEFONSO VIZCAÃ­NO,4624408 CBBA,Comercial,C,D5:06:E5:4F:36:9F,02/13/23,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00045434,14-06-062-2361-000,RAFAELA SANDOVAL,9311600 CBBA,Comercial,C,B0:0D:23:7C:C4:2B,07/13/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045442,13-06-556-3297-000,LUISINA BOLAÃ±OS MARÃ­N,8683679 CBBA,Residencial,R2,40:CA:E5:E9:D0:0F,09/01/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045447,01-10-611-6638-000,CECILIA BAENA ESTRADA,3921408 CBBA,Residencial,R4,0A:B9:07:A1:52:5E,09/01/21,ACTIVO,"2""",Agua + Alcantarillado
CT-00045448,06-20-691-8844-000,CLARA SACRISTÃ¡N MUÃ±OZ,9591755 CBBA,Comercial,C,AF:87:75:B8:79:E4,10/29/23,ACTIVO,"1/2""",Solo Agua
CT-00045467,09-13-352-8307-000,SEVERINO JENARO BAÃ±OS CARPIO,4402031 CBBA,Residencial,R4,0C:BC:AC:AA:FD:96,10/17/13,ACTIVO,"1/2""",Solo Agua
CT-00045493,01-09-730-9243-000,LUPITA ROSA MARÃ­A CANTERO MIGUEL,3920942 CBBA,Residencial,R4,39:12:58:21:1F:D3,02/20/13,ACTIVO,"3/4""",Agua Potable
CT-00045496,13-12-325-8490-000,MARÃ­A LUISA DE COROMINAS,1164277 CBBA,Residencial,R2,BF:64:03:2C:DA:42,01/19/23,ACTIVO,"1/2""",Agua Potable
CT-00045501,07-17-502-0712-000,MOISÃ©S FLOR ABAD,4022435 CBBA,Comercial,C,3F:27:C8:B1:87:F8,09/11/21,ACTIVO,"1/2""",Agua Potable
CT-00045529,08-20-313-2934-000,DOMINGA FIGUEROA BOIX,1756796 CBBA,Residencial,R2,B1:EB:EA:1F:C8:91,10/16/14,INACTIVO,"1/2""",Agua Potable
CT-00045560,01-18-823-0802-000,MANUELITA MAMEN TORRENT CASTRILLO,9933850 CBBA,Residencial,R4,8F:91:A1:2A:B8:0D,03/25/15,ACTIVO,"1/2""",Agua Potable
CT-00045572,11-09-662-5333-000,EMELINA BENAVIDES POZA,9753623 CBBA,Residencial,R3,16:5C:24:87:9A:2A,03/04/21,ACTIVO,"1/2""",Agua Potable
CT-00045592,11-12-884-8113-000,FRANCISCO JOSE CAZORLA RODRIGO,2239338 CBBA,Industrial,I,27:98:33:FD:C2:8D,02/28/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045596,04-09-763-7711-000,MAXIMINO HERAS-TEJEDOR,3967259 CBBA,Residencial,R3,D7:F0:1A:53:AA:92,03/25/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045609,09-09-641-1015-000,ISABEL DIEGO MANZANARES,1960342 CBBA,Residencial,R2,F7:9B:F3:4D:19:3B,03/21/21,ACTIVO,"1/2""",Solo Agua
CT-00045628,10-15-515-0856-000,MARISA DE ROCAMORA,8081787 CBBA,Residencial,R4,78:88:07:B8:70:B0,06/30/16,ACTIVO,"1/2""",Agua Industrial
CT-00045631,11-08-210-4060-000,CARMELITA MODESTA DURAN ESTÃ©VEZ,3279732 CBBA,Residencial,R4,6E:AE:EE:61:0A:C0,02/04/15,MOROSO,"1""",Agua Potable
CT-00045635,05-06-613-4652-000,JERÃ³NIMO MOLINER,9208785 CBBA,Residencial,R1,FE:8E:F0:BF:D3:99,11/26/20,ACTIVO,"1/2""",Agua Potable
CT-00045679,11-15-609-7634-000,AGAPITO COLL DOMINGO,9308590 CBBA,Residencial,R1,1D:3D:FE:6A:36:B7,08/10/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045684,02-12-554-1525-000,EUSEBIO LUNA MACÃ­AS,3015050 CBBA,Residencial,R3,30:AA:D2:0E:34:81,11/22/24,SUSPENDIDO,"3/4""",Agua Potable
CT-00045719,09-18-263-5768-000,AMÃ©RICO VILAR CLAVERO,5818135 CBBA,Comercial,C,BF:01:1E:E5:7E:54,12/28/13,ACTIVO,"1/2""",Agua Industrial
CT-00045723,13-11-982-3195-000,SUSANITA MOSQUERA SOLÃ©,1887107 CBBA,Residencial,R4,C6:6F:36:2A:2A:99,09/19/25,ACTIVO,"1/2""",Agua Potable
CT-00045741,01-05-313-5597-000,HILARIO VILLALOBOS VALCÃ¡RCEL,4847141 CBBA,Residencial,R1,92:B9:9A:AB:A1:78,10/28/21,ACTIVO,"1/2""",Solo Agua
CT-00045754,03-04-763-9378-000,ÃNGRID TORRENTS POMBO,6304897 CBBA,Residencial,R3,D8:4B:09:40:85:D3,09/28/18,MOROSO,"1""",Solo Agua
CT-00045800,10-12-559-1302-000,SEVERIANO TAMARIT PEDRERO,1492087 CBBA,Residencial,R4,A5:54:C3:1E:AB:D3,01/05/15,ACTIVO,"1""",Agua Potable
CT-00045823,05-15-842-8945-000,AURELIA TENORIO MESA,4724111 CBBA,Residencial,R1,70:E4:8A:4D:01:1E,07/30/23,SUSPENDIDO,"1 1/2""",Agua + Alcantarillado
CT-00045825,05-15-485-4541-000,ESTER PALMA-CANET,7559758 CBBA,Residencial,R3,1F:AE:77:F2:FB:E7,12/09/19,ACTIVO,"1/2""",Solo Agua
CT-00045828,09-05-006-2269-000,DOMITILA SAMPER FRÃ­AS,7051519 CBBA,Residencial,R2,01:38:82:C9:93:89,06/11/17,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00045840,01-11-692-9711-000,ÃRSULA LARREA MARTÃ­,8168756 CBBA,Residencial,R1,07:77:60:28:AC:29,02/15/25,MOROSO,"1/2""",Agua Potable
CT-00045859,10-03-628-8147-000,BENIGNO TOLOSA PABLO,1688314 CBBA,Residencial,R1,40:30:E8:A0:B7:42,03/22/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045885,09-04-915-1130-000,DIEGO ALBERTO MÃºGICA,2294854 CBBA,Residencial,R4,12:41:B0:F7:2D:87,08/03/17,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00045895,04-01-520-7518-000,AZENETH DEL MIRALLES,5964853 CBBA,Comercial,C,25:0D:73:C0:AA:67,11/15/15,ACTIVO,"1/2""",Agua Potable
CT-00045897,04-09-702-8003-000,SILVIO MENÃ©NDEZ BOU,8930046 CBBA,Residencial,R2,E4:F5:15:53:39:C9,05/30/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045916,05-12-001-6368-000,CAROLINA VILLALBA MONREAL,4208367 CBBA,Residencial,R4,8B:FF:D2:E9:D4:32,09/04/25,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00045917,05-05-436-8461-000,NAZARIO SÃ¡ENZ PELÃ¡EZ,7563838 CBBA,Residencial,R4,1B:5D:40:1E:D1:5A,07/07/13,MOROSO,"1/2""",Agua Potable
CT-00045920,07-03-516-8086-000,FERNANDA RINCÃ³N,7850776 CBBA,Residencial,R1,40:97:3D:E7:DF:DC,05/30/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00045934,12-03-468-6261-000,JORDI ABASCAL SANZ,5870639 CBBA,Residencial,R2,67:5F:4C:85:FE:52,07/03/18,ACTIVO,"1/2""",Agua Potable
CT-00045939,08-02-465-2707-000,IMELDA DE HEREDIA,2438158 CBBA,Comercial Especial,CE,44:DB:5A:E0:B6:7E,08/25/22,MOROSO,"3/4""",Agua Potable
CT-00045943,14-09-423-0189-000,JOSEP PINA CASTRILLO,2053036 CBBA,Residencial,R4,F2:33:10:60:78:67,03/11/20,ACTIVO,"3/4""",Agua Potable
CT-00045947,02-08-438-0826-000,GERMÃ¡N TEJERO ALCÃ¡NTARA,6034987 CBBA,Preferencial,P,16:5F:96:D8:E0:B7,04/02/16,ACTIVO,"1/2""",Agua Potable
CT-00045948,10-10-639-1051-000,IRMA MARISCAL SORIA,2664250 CBBA,Residencial,R2,CD:BF:4B:6E:13:2E,05/11/23,ACTIVO,"1""",Agua + Alcantarillado
CT-00045950,10-08-327-0604-000,ALBANO BARROSO VALBUENA,8145328 CBBA,Comercial Especial,CE,92:26:99:88:1E:5D,06/30/20,MOROSO,"1/2""",Agua Industrial
CT-00045958,15-07-163-1309-000,AZAHAR GALLARDO PINILLA,2324423 CBBA,Residencial,R1,AC:FF:57:5B:60:80,10/29/22,ACTIVO,"1/2""",Agua Potable
CT-00045962,11-16-770-9919-000,GONZALO TIBURCIO SALVÃ BELLO,4839881 CBBA,Residencial,R3,FE:84:EF:B8:A4:1C,05/05/21,ACTIVO,"1/2""",Solo Agua
CT-00045970,13-05-376-9897-000,MÃ³NICA VILLALBA MARISCAL,9894689 CBBA,Comercial,C,9A:8C:11:56:62:6A,06/21/14,ACTIVO,"1""",Agua Potable
CT-00045974,06-19-512-9751-000,AMOR BÃ¡EZ-REQUENA,4156222 CBBA,Residencial,R4,8B:A2:86:D5:20:23,02/28/18,ACTIVO,"2""",Agua Potable
CT-00045995,13-01-985-1996-000,EDGARDO HUERTAS CUEVAS,7181214 CBBA,Residencial,R1,29:34:77:E8:EA:7A,11/03/18,ACTIVO,"1/2""",Agua Potable
CT-00046004,03-16-805-5218-000,ÃRSULA RINCÃ³N MÃºGICA,4881878 CBBA,Comercial,C,0D:D9:7A:83:A5:DF,12/31/19,ACTIVO,"3/4""",Agua Potable
CT-00046036,05-15-228-4903-000,CLOE TALAVERA-REY,1403913 CBBA,Comercial Especial,CE,1F:5B:EF:A1:87:09,10/17/21,INACTIVO,"1/2""",Agua + Alcantarillado
CT-00046042,02-16-049-6443-000,JACINTO ARJONA QUINTANA,6140316 CBBA,Social,S,6C:F0:83:F9:7E:C2,12/11/25,ACTIVO,"3/4""",Agua Potable
CT-00046046,14-04-308-8668-000,CHITA GUILLEN BAYONA,6502933 CBBA,Residencial,R1,AF:DC:FC:45:CD:F8,01/19/25,INACTIVO,"3/4""",Agua + Alcantarillado
CT-00046060,10-04-150-6917-000,NATALIO DÃ­AZ TEJADA,8226176 CBBA,Residencial,R2,43:22:17:58:15:D7,07/27/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046083,10-07-551-3281-000,CLAUDIO DE ORTIZ,1451140 CBBA,Residencial,R1,2F:FA:04:DF:D9:8C,09/12/17,ACTIVO,"1/2""",Agua Potable
CT-00046084,09-15-404-5405-000,LEOPOLDO VILLALOBOS ESCUDERO,4924103 CBBA,Comercial Especial,CE,35:9C:30:55:5D:24,09/09/19,ACTIVO,"1""",Solo Agua
CT-00046098,10-12-096-3799-000,JOAQUÃ­N DE CARRILLO,5953153 CBBA,Residencial,R2,A5:DA:B2:B9:63:E3,04/19/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046110,13-18-583-2524-000,ZACARÃ­AS SAAVEDRA LLANO,5871771 CBBA,Residencial,R2,73:DA:93:10:A0:1A,09/05/12,MOROSO,"1/2""",Solo Agua
CT-00046122,14-07-841-7255-000,SELENA DE NARANJO,4199939 CBBA,Preferencial,P,60:C5:F1:C9:05:D5,07/16/13,ACTIVO,"1/2""",Agua Potable
CT-00046123,14-14-694-3205-000,JUANITO GRANDE FIOL,4157654 CBBA,Preferencial,P,23:2F:EE:F9:C7:9B,01/04/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046138,11-08-265-4635-000,ELEUTERIO AYUSO,2688471 CBBA,Residencial,R3,12:ED:B4:00:59:3C,06/20/12,ACTIVO,"1/2""",Solo Agua
CT-00046141,04-02-786-2025-000,GERARDO DE BERROCAL,8080263 CBBA,Residencial,R4,8F:C7:8D:68:68:92,07/24/14,CORTADO,"1/2""",Agua Potable
CT-00046151,09-03-094-7958-000,REMIGIO PALOMAR OSORIO,7146815 CBBA,Residencial,R4,FC:B6:27:42:80:1C,11/08/12,ACTIVO,"1/2""",Agua Potable
CT-00046163,01-13-553-3737-000,MARITA MESA CERDÃ¡N,9404568 CBBA,Residencial,R1,42:72:16:B1:5B:30,01/10/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046165,05-16-413-5918-000,ANACLETO ALBERO,8876043 CBBA,Residencial,R1,C7:DD:DB:4C:75:82,01/30/21,ACTIVO,"1/2""",Agua Potable
CT-00046173,11-15-609-7634-000,WILFREDO ARCO GUERRERO,6456086 CBBA,Residencial,R3,9D:1A:95:BE:62:C6,08/22/12,ACTIVO,"3/4""",Agua Potable
CT-00046187,15-13-878-9346-000,ANGELINA UREÃ±A CANALES,1716525 CBBA,Comercial,C,55:7A:23:8D:D3:5B,12/06/17,INACTIVO,"3/4""",Agua + Alcantarillado
CT-00046191,13-13-359-3114-000,ÃUREA ESCRIVÃ¡ JAUME,8597474 CBBA,Residencial,R2,2F:F3:80:E5:4E:1E,10/09/15,ACTIVO,"3/4""",Agua Potable
CT-00046196,12-10-342-8676-000,LUCIANA DEL ÃVILA,3302407 CBBA,Residencial,R2,B7:D6:4A:FD:30:B7,03/14/23,ACTIVO,"3/4""",Solo Agua
CT-00046223,12-20-390-2774-000,OFELIA BARBA SALES,7778284 CBBA,Residencial,R1,94:1F:40:44:E8:26,07/24/24,ACTIVO,"1/2""",Agua Potable
CT-00046238,10-13-536-1514-000,OLALLA CASADO NADAL,7202913 CBBA,Residencial,R4,9A:FB:27:32:B6:58,05/13/25,ACTIVO,"3""",Agua Potable
CT-00046246,11-08-316-1600-000,ULISES TERUEL RODRIGUEZ,7529728 CBBA,Residencial,R4,1F:9D:91:8D:55:78,04/11/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046275,11-15-964-3029-000,RAFAELA BENET SOMOZA,6470516 CBBA,Comercial,C,81:9A:81:A8:07:20,12/31/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046282,14-17-417-9060-000,TONI TOLEDO GÃ³MEZ,1661541 CBBA,Preferencial,P,4C:E4:39:24:BF:8C,03/26/18,ACTIVO,"3/4""",Agua Potable
CT-00046291,14-03-740-0845-000,MANOLA MELÃ©NDEZ,8331997 CBBA,Comercial,C,1F:59:16:42:B7:A1,11/01/25,MOROSO,"1/2""",Agua Potable
CT-00046316,08-20-313-2934-000,CHEMA MACÃ­AS,4153343 CBBA,Residencial,R3,E5:91:69:CA:AB:88,04/30/25,ACTIVO,"1/2""",Solo Agua
CT-00046326,15-18-858-5718-000,CALISTA CUEVAS POMBO,8266625 CBBA,Residencial,R1,A3:41:C9:99:21:11,10/29/23,ACTIVO,"1""",Agua + Alcantarillado
CT-00046332,15-14-191-0205-000,SAMU HIPÃ³LITO PEÃ±A SALVADOR,6509196 CBBA,Residencial,R2,FD:31:98:BF:0A:68,01/27/18,ACTIVO,"1/2""",Agua Potable
CT-00046336,15-09-484-2454-000,NADIA CHACÃ³N VALVERDE,2340485 CBBA,Residencial,R1,A1:9A:69:40:A2:17,09/12/13,MOROSO,"1/2""",Agua + Alcantarillado
CT-00046357,09-11-391-5532-000,AMANDA DE RIQUELME,4431254 CBBA,Residencial,R2,E9:DA:6F:26:30:B2,05/21/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046358,14-03-377-8300-000,CAMILO TORRENS AGUADO,4967948 CBBA,Residencial,R1,60:3A:1E:CC:84:98,01/24/22,ACTIVO,"1/2""",Agua Potable
CT-00046361,03-17-971-0767-000,EVELIA ABIGAÃ­L OSUNA GARRIDO,3906940 CBBA,Comercial Especial,CE,29:25:88:BF:C3:DA,09/29/12,CORTADO,"1 1/2""",Agua Industrial
CT-00046362,08-20-719-0094-000,BALDUINO SALGADO ROSADO,7107167 CBBA,Residencial,R3,0B:CB:B3:3A:DE:29,01/15/18,ACTIVO,"1/2""",Agua Potable
CT-00046393,15-18-323-5856-000,ERNESTO OLIVA MIRANDA,4973122 CBBA,Residencial,R3,6C:07:DE:9C:FC:11,11/04/25,ACTIVO,"1/2""",Agua Potable
CT-00046409,09-19-025-9397-000,IKER JULIÃ¡N REQUENA,2518820 CBBA,Residencial,R1,3D:2B:57:48:B7:99,01/30/14,ACTIVO,"1/2""",Agua Potable
CT-00046413,05-04-270-9525-000,TADEO TORRES,7852613 CBBA,Residencial,R2,5A:89:1A:1E:B0:5E,08/11/25,ACTIVO,"1/2""",Agua Potable
CT-00046422,10-08-872-9279-000,CLARA SACRISTÃ¡N MUÃ±OZ,9591755 CBBA,Residencial,R4,85:CD:78:A3:0B:35,06/15/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046427,15-04-409-5916-000,LUPE QUERO CASTELLS,5831224 CBBA,Residencial,R2,6F:6C:C8:65:D9:0D,03/11/25,ACTIVO,"1/2""",Agua Potable
CT-00046431,01-09-314-8764-000,JUANITO VENDRELL JIMÃ©NEZ,6337368 CBBA,Residencial,R3,7B:AD:6D:35:2C:C6,04/29/17,ACTIVO,"1/2""",Solo Agua
CT-00046436,05-11-875-8652-000,DÃ©BORA PUJADAS ESPEJO,8224224 CBBA,Preferencial,P,9C:77:26:09:24:62,08/07/16,ACTIVO,"1/2""",Solo Agua
CT-00046437,03-14-507-2725-000,CAYETANO CASTELLS MAYO,7266570 CBBA,Residencial,R1,7C:22:9F:85:96:34,02/08/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046459,01-09-596-9002-000,BAUTISTA BRAVO-DOMINGO,6734034 CBBA,Residencial,R3,0A:D2:AB:41:49:D1,07/15/14,ACTIVO,"1/2""",Agua Potable
CT-00046484,08-17-620-4291-000,OFELIA BERROCAL RIVERA,8470928 CBBA,Residencial,R2,B2:CE:CF:EA:55:8D,02/03/24,MOROSO,"1/2""",Agua Potable
CT-00046503,14-20-474-3028-000,ROSENDA OLIVARES BENÃ­TEZ,3206041 CBBA,Residencial,R4,BD:D7:47:30:E2:EE,10/04/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046512,13-09-637-3380-000,ANA REDONDO RODRIGO,3229513 CBBA,Residencial,R4,9A:C6:39:C8:D6:68,10/03/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00046519,09-02-657-8099-000,CHUS CLAUDIO OCAÃ±A CANALES,8246953 CBBA,Residencial,R1,FC:F0:FD:49:FE:D1,08/29/21,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00046520,11-02-155-0039-000,ARMIDA BUENDÃ­A RAYA,7161763 CBBA,Residencial,R2,E5:2D:68:05:37:97,03/03/17,ACTIVO,"1/2""",Agua Potable
CT-00046521,09-09-339-4242-000,AURORA FRÃ­AS,9250222 CBBA,Residencial,R4,5E:1D:91:B4:31:74,11/16/18,MOROSO,"1/2""",Agua Potable
