numero_contrato,numero_catastro,titular_contrato,ci_titular,categoria,subcategoria,medidor_iot,fecha_contrato,estado_contrato,diametro_conexion,tipo_servicio
CT-00057367,06-05-284-1670-000,Guiomar Rolando Noguera Castillo,2737981 CBBA,Residencial,R2,9A:37:AD:E0:FF:8D,01/05/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057368,15-09-189-1613-000,Félix Galvez Benítez,2557673 CBBA,Residencial,R1,D6:B7:0A:B3:D2:F4,12/14/16,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00057369,09-03-735-5623-000,Tadeo Chico Guzmán,3252032 CBBA,Residencial,R2,FA:68:28:BF:2C:8F,03/05/20,ACTIVO,"1/2""",Agua Potable
CT-00057370,12-01-657-0421-000,Victor Manuel Cuadrado Manso,3611660 CBBA,Residencial,R4,DA:B9:EB:0B:C0:5D,04/22/22,ACTIVO,"1 1/2""",Agua Potable
CT-00057371,02-16-973-4811-000,Manuela Gonzalo Artigas,4216255 CBBA,Residencial,R1,83:72:06:E5:8F:6B,04/02/21,ACTIVO,"3/4""",Agua Potable
CT-00057372,07-17-078-8908-000,Natanael Romero,8291083 CBBA,Residencial,R1,9D:53:38:AC:2C:55,04/22/22,ACTIVO,"3/4""",Agua Potable
CT-00057373,03-18-087-5037-000,Juana Rodrigo Quintana,3179092 CBBA,Residencial,R4,7C:72:C7:31:B1:BE,07/12/20,MOROSO,"3/4""",Agua + Alcantarillado
CT-00057374,04-18-091-0230-000,Sara Infante Chaves,5485914 CBBA,Residencial,R3,30:37:30:B1:F0:C7,03/09/17,ACTIVO,"1/2""",Agua Industrial
CT-00057375,06-08-009-9914-000,Trinidad Rivera Valenzuela,9143402 CBBA,Residencial,R4,5C:EB:67:EC:5C:EF,02/03/20,ACTIVO,"1/2""",Agua Potable
CT-00057376,04-02-596-8742-000,Fito Roldán Manjón,5417732 CBBA,Residencial,R4,02:EF:DA:A5:9E:61,05/23/23,ACTIVO,"1/2""",Agua Potable
CT-00057377,02-06-784-8347-000,Ceferino Briones Diez,5639140 CBBA,Preferencial,P,AF:08:15:7B:D6:DD,05/17/13,ACTIVO,"1/2""",Agua Industrial
CT-00057378,07-03-037-2781-000,Carmen Otilia Canals Martín,9312022 CBBA,Comercial,C,8A:85:CF:7A:DB:81,09/08/19,ACTIVO,"3/4""",Agua Industrial
CT-00057379,06-17-291-0231-000,Rubén Roig,9950378 CBBA,Residencial,R1,5B:9D:71:74:85:96,05/29/11,CORTADO,"1/2""",Agua + Alcantarillado
CT-00057380,06-07-448-9117-000,Ernesto Bernad Iniesta,8835226 CBBA,Residencial,R2,BB:EB:5E:6A:EF:1F,07/21/21,ACTIVO,"1""",Agua Potable
CT-00057381,07-15-064-4902-000,Águeda Sosa Gabaldón,3218341 CBBA,Comercial,C,5F:50:F0:19:0B:51,08/02/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057382,15-15-748-5202-000,Candelas Santamaria Seguí,6883514 CBBA,Residencial,R2,FE:6F:9B:6E:A9:DF,03/16/25,ACTIVO,"1""",Agua Potable
CT-00057383,11-06-367-6810-000,Rocío Nebot Gárate,9171636 CBBA,Comercial,C,EB:07:81:34:FA:6F,12/06/25,SUSPENDIDO,"1/2""",Agua Potable
CT-00057384,08-07-504-6164-000,Florencia Madrigal Perera,6256789 CBBA,Residencial,R2,58:1B:C6:CD:D4:77,08/21/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057385,11-02-748-6514-000,Julia Soria-Llopis,3204134 CBBA,Residencial,R3,53:57:AC:45:DA:5A,02/25/19,ACTIVO,"1/2""",Solo Agua
CT-00057386,14-02-255-5066-000,Pepe Peiró,1222867 CBBA,Residencial,R3,60:CA:C3:38:E9:07,11/14/18,ACTIVO,"1/2""",Solo Agua
CT-00057387,03-02-210-4202-000,Fortunata Campillo Bonet,1041471 CBBA,Residencial,R3,D5:D3:23:65:27:96,05/13/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057388,10-04-246-8181-000,Francisco Mayo Alfaro,9900695 CBBA,Preferencial,P,5D:09:52:61:0E:F8,09/07/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057389,09-06-841-0125-000,Eutimio Miralles,6264465 CBBA,Residencial,R1,FF:5B:B1:F0:C8:DC,07/31/19,ACTIVO,"3/4""",Solo Agua
CT-00057390,05-01-600-0207-000,Leocadio Casas Pazos,9175509 CBBA,Residencial,R4,61:AF:F0:26:E7:DA,04/06/20,ACTIVO,"1/2""",Agua Potable
CT-00057391,11-12-446-4741-000,Ruperta Nogueira Torrens,3740203 CBBA,Residencial,R3,F6:42:43:4A:C7:18,08/25/17,ACTIVO,"1/2""",Agua Potable
CT-00057392,05-06-757-3253-000,Samuel Acedo-Gracia,4638269 CBBA,Residencial,R4,1B:D1:7F:A6:05:9A,11/09/17,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057393,02-14-483-4598-000,Tere Fonseca,4040499 CBBA,Residencial,R4,AA:29:33:C9:3E:0D,03/18/21,ACTIVO,"3/4""",Agua Potable
CT-00057394,07-13-792-7155-000,Elba Bolaños-Pombo,5605928 CBBA,Residencial,R2,DA:E9:87:DD:4F:4B,06/06/18,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00057395,14-01-579-3660-000,Severo Hervia Río,8930247 CBBA,Residencial,R3,B2:8A:D8:F6:7B:9F,09/23/23,ACTIVO,"1/2""",Agua Industrial
CT-00057396,10-16-749-1780-000,Dan Bolaños-Perera,1749818 CBBA,Residencial,R1,B7:2E:02:66:96:09,08/14/12,ACTIVO,"1/2""",Agua Potable
CT-00057397,02-08-680-7056-000,Rubén Navarro Tomás,3925663 CBBA,Residencial,R4,C7:2B:AD:C6:FA:60,02/21/17,ACTIVO,"1/2""",Agua Potable
CT-00057398,07-14-214-9157-000,Gala Ayllón,8264642 CBBA,Residencial,R4,B2:4A:15:7E:9B:67,09/20/17,ACTIVO,"1/2""",Solo Agua
CT-00057399,11-09-898-0860-000,Eva María Abascal Correa,7313425 CBBA,Residencial,R2,00:D3:E9:C9:5E:C4,02/05/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057400,06-07-412-9964-000,Jesusa Borja Riba,6156297 CBBA,Comercial Especial,CE,D9:1A:6C:A5:26:49,02/12/22,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057401,11-06-717-7702-000,Pelayo Conesa-Puga,7709902 CBBA,Preferencial,P,FF:DF:C5:37:2C:51,06/27/23,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057402,03-12-592-3715-000,Ale Vives Ortega,8499788 CBBA,Residencial,R2,C4:93:62:4B:B8:CC,02/24/20,SUSPENDIDO,"3/4""",Agua Potable
CT-00057403,09-02-634-8012-000,Reyes Casals Quero,9253253 CBBA,Residencial,R1,A8:67:C3:C9:64:B3,07/28/15,ACTIVO,"1/2""",Agua Potable
CT-00057404,09-13-927-6831-000,Armando Plana-Nogueira,8048972 CBBA,Residencial,R4,6A:98:B0:00:DF:4D,04/20/25,SUSPENDIDO,"1""",Agua Potable
CT-00057405,06-07-517-6938-000,Kike Aragonés Torrents,6114283 CBBA,Residencial,R1,DF:5E:99:20:7D:55,08/19/13,MOROSO,"3/4""",Agua + Alcantarillado
CT-00057406,08-05-182-3675-000,Valentina Múgica,6684693 CBBA,Residencial,R3,DA:5A:47:D2:B3:78,03/05/19,CORTADO,"1 1/2""",Agua + Alcantarillado
CT-00057407,01-08-997-5908-000,Edmundo Fernández Pallarès,3063761 CBBA,Residencial,R2,23:9E:E1:39:DD:D8,08/07/17,ACTIVO,"1/2""",Solo Agua
CT-00057408,10-20-145-9093-000,Eufemia Castelló Company,9527617 CBBA,Residencial,R1,03:9D:F3:E3:E4:1B,09/24/19,ACTIVO,"1/2""",Agua Potable
CT-00057409,04-02-548-6250-000,Alejandro Llabrés Azorin,9566418 CBBA,Comercial,C,33:DF:F3:95:FA:1B,09/02/25,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057410,14-10-641-3592-000,Teófilo Bou Llabrés,9394483 CBBA,Residencial,R3,79:84:CE:A8:BD:88,12/27/14,ACTIVO,"1/2""",Agua Potable
CT-00057411,04-11-850-9422-000,Eusebio Redondo Benavente,8694872 CBBA,Residencial,R3,73:C9:B3:F7:C4:D9,04/23/21,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057412,10-16-726-0929-000,Blas Osuna Ferrando,6260616 CBBA,Residencial,R2,51:4A:C0:E7:8B:7B,10/27/18,ACTIVO,"1/2""",Agua Potable
CT-00057413,08-10-032-2039-000,Violeta Moya-Ricart,9646044 CBBA,Residencial,R3,FA:DC:67:01:42:01,07/09/24,MOROSO,"1/2""",Agua Potable
CT-00057414,08-17-497-7261-000,Agustina Toro Puig,7744114 CBBA,Residencial,R4,12:87:AD:3F:20:CE,05/18/25,ACTIVO,"1/2""",Agua Potable
CT-00057415,09-05-730-2685-000,Hipólito Tamayo Serrano,1835346 CBBA,Industrial,I,C5:C8:D5:E9:FD:97,03/31/12,ACTIVO,"1/2""",Agua Potable
CT-00057416,08-14-003-8321-000,Berta Sanchez,6886156 CBBA,Residencial,R1,CC:98:87:DB:C2:B6,05/18/26,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057417,12-11-661-2259-000,Isaac Andrade-Alegre,1908476 CBBA,Residencial,R1,8B:71:19:70:D0:98,02/14/12,ACTIVO,"1/2""",Agua Potable
CT-00057418,01-04-457-5410-000,Carla Fuente Iriarte,3928071 CBBA,Residencial,R3,B7:67:9F:D3:52:09,07/27/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057419,06-03-959-6478-000,Amaro Lago Tormo,3721359 CBBA,Comercial,C,15:3C:53:10:ED:A4,08/25/24,ACTIVO,"1/2""",Agua Industrial
CT-00057420,11-05-384-4933-000,Geraldo Feliu Sosa,3988546 CBBA,Residencial,R2,AC:05:C5:68:F8:27,02/27/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057421,05-09-339-2143-000,Ale Báez Galvez,4427650 CBBA,Comercial,C,DD:62:9F:73:54:22,05/16/26,ACTIVO,"1""",Agua + Alcantarillado
CT-00057422,07-18-594-4878-000,Anunciación Meléndez Sanz,4273607 CBBA,Residencial,R3,0A:5A:47:24:12:E4,10/16/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057423,08-17-629-9934-000,Félix Aranda-Bas,8020521 CBBA,Residencial,R3,2D:23:E9:AE:AC:46,08/29/20,ACTIVO,"1/2""",Agua Potable
CT-00057424,13-13-426-6169-000,Carmina del Cáceres,2916385 CBBA,Residencial,R1,E1:A1:B0:6F:A0:C5,04/01/12,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00057425,07-10-949-0414-000,Asdrubal Moll Saez,7138442 CBBA,Residencial,R2,98:AC:88:05:53:29,06/01/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057426,09-07-211-2426-000,Jafet de Toledo,7956612 CBBA,Residencial,R3,93:D8:8F:CD:95:55,06/03/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057427,04-15-843-5469-000,Hilario Lobato Flor,5369305 CBBA,Comercial,C,4E:A8:75:2D:03:15,07/03/14,CORTADO,"3/4""",Agua Potable
CT-00057428,10-12-794-0575-000,Norberto Jaén Gallart,2776269 CBBA,Comercial,C,C4:CC:66:B2:AF:E7,07/20/11,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00057429,06-08-282-7232-000,Guadalupe Baños Vara,9933510 CBBA,Residencial,R2,DF:D7:DB:27:C2:13,12/10/15,ACTIVO,"1/2""",Agua Potable
CT-00057430,03-19-866-0735-000,Elpidio de Meléndez,3543443 CBBA,Residencial,R4,A4:F8:C5:23:A8:52,02/20/14,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057431,14-19-297-7274-000,Adán Zamora Verdugo,7419701 CBBA,Residencial,R4,62:6D:96:14:C8:56,02/09/14,SUSPENDIDO,"1/2""",Agua Potable
CT-00057432,09-10-544-5062-000,Melisa Juana Zamorano Murcia,2713352 CBBA,Comercial,C,27:D2:2E:ED:BE:16,10/13/18,ACTIVO,"1 1/2""",Agua Potable
CT-00057433,08-17-303-8513-000,Ruperta Nevado Ropero,5124695 CBBA,Residencial,R4,B9:79:F0:21:23:14,12/12/20,ACTIVO,"1/2""",Agua Potable
CT-00057434,06-16-034-6975-000,Octavio Menéndez Ayllón,7527026 CBBA,Residencial,R1,88:E2:91:D7:CE:68,03/05/17,ACTIVO,"1 1/2""",Agua Potable
CT-00057435,14-09-595-9227-000,Almudena Manzanares,1515237 CBBA,Residencial,R3,22:38:E1:26:E8:86,12/13/23,SUSPENDIDO,"1/2""",Agua Potable
CT-00057436,12-19-150-5217-000,Leonor Delia Camacho Jaume,5467676 CBBA,Preferencial,P,15:8A:47:97:1F:9C,07/03/22,ACTIVO,"3/4""",Solo Agua
CT-00057437,03-16-551-7813-000,Lázaro Vilar Valdés,5012486 CBBA,Residencial,R3,CB:16:41:26:5C:56,09/26/19,ACTIVO,"1/2""",Agua Potable
CT-00057438,07-16-193-0173-000,Dominga Querol Calvo,3441259 CBBA,Residencial,R1,E6:6C:39:8A:62:A8,12/02/25,MOROSO,"1/2""",Agua Potable
CT-00057439,15-02-943-5068-000,Consuelo Blanes Mínguez,5900433 CBBA,Residencial,R1,B5:55:2D:67:64:B2,11/06/21,ACTIVO,"1/2""",Agua Industrial
CT-00057440,12-18-568-5493-000,María Jesús Pellicer Mayo,2718781 CBBA,Comercial,C,35:A3:C2:CF:CB:0B,01/15/21,ACTIVO,"1/2""",Solo Agua
CT-00057441,07-15-093-7760-000,Ciriaco Saldaña Portillo,1993554 CBBA,Residencial,R3,0B:A5:AB:BE:B2:79,11/15/22,ACTIVO,"1""",Agua Potable
CT-00057442,03-18-038-8910-000,Maximiliano Valera Catalán,4305368 CBBA,Residencial,R2,D7:A2:BA:2C:5E:7A,05/21/19,ACTIVO,"1 1/2""",Agua Potable
CT-00057443,10-04-149-7206-000,Marcelo Herberto Valenzuela Dominguez,8323851 CBBA,Comercial Especial,CE,87:55:0B:EB:51:0E,12/22/15,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057444,11-17-212-9639-000,Florencio Sevillano-Maza,3319926 CBBA,Residencial,R2,E4:59:48:85:E6:78,05/25/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057445,03-06-920-2153-000,Florencio Mendoza Narváez,3695327 CBBA,Residencial,R1,02:82:78:80:78:90,11/19/19,ACTIVO,"1""",Agua + Alcantarillado
CT-00057446,09-17-110-1059-000,Marcelino Bueno Santamaria,9699525 CBBA,Residencial,R1,5C:5F:A6:DA:7E:08,11/12/23,MOROSO,"1/2""",Agua Potable
CT-00057447,04-15-558-2250-000,América Durán Crespi,1170771 CBBA,Residencial,R2,17:97:AE:28:FE:43,02/02/19,ACTIVO,"1/2""",Agua Potable
CT-00057448,07-11-084-3210-000,Jacinta Vergara Caballero,2020376 CBBA,Residencial,R3,54:BA:58:F3:45:8A,03/31/21,ACTIVO,"1/2""",Solo Agua
CT-00057449,10-04-908-5383-000,Fátima Porcel Lillo,5680112 CBBA,Residencial,R1,3A:21:5A:7F:07:C6,03/31/14,ACTIVO,"1/2""",Agua Potable
CT-00057450,07-04-138-2240-000,Reyes Aguilar Bayón,5704224 CBBA,Residencial,R1,95:A0:B1:F6:B0:5C,02/10/16,ACTIVO,"1""",Agua Potable
CT-00057451,09-15-450-7060-000,Rodolfo Toro Prat,1739346 CBBA,Residencial,R4,0A:97:89:46:58:51,12/05/17,CORTADO,"1/2""",Solo Agua
CT-00057452,04-01-816-2094-000,Fabiola Giménez Rubio,8487485 CBBA,Residencial,R3,EC:C4:0C:5E:3A:87,11/20/24,SUSPENDIDO,"1/2""",Agua Potable
CT-00057453,08-20-165-0621-000,Adoración Lobato Redondo,3639004 CBBA,Residencial,R3,E8:18:AC:8C:29:67,05/15/24,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057454,04-19-682-3622-000,Visitación Mayol Arteaga,5960615 CBBA,Residencial,R4,0A:7F:C4:6B:77:F3,03/15/22,SUSPENDIDO,"3/4""",Agua + Alcantarillado
CT-00057455,06-02-578-3561-000,Lupe Villa Guardia,1080308 CBBA,Residencial,R1,09:5F:2E:77:C2:A0,04/12/16,ACTIVO,"1 1/2""",Agua Potable
CT-00057456,12-05-410-6661-000,Maximino del Morcillo,7480513 CBBA,Preferencial,P,D7:1A:D8:DA:5A:25,03/02/22,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00057457,01-16-784-9185-000,Wilfredo Mariano Bueno Garcia,8516772 CBBA,Residencial,R3,B5:D8:9C:65:73:8C,07/29/13,SUSPENDIDO,"1/2""",Agua + Alcantarillado
CT-00057458,15-20-740-4151-000,Nerea Saturnina Ayllón Barragán,2948706 CBBA,Residencial,R1,56:0F:92:A2:53:EA,08/17/18,ACTIVO,"1/2""",Agua Potable
CT-00057459,02-15-626-8714-000,Alba Roda-Bas,4791636 CBBA,Residencial,R2,60:49:DF:E8:58:19,09/21/16,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057460,09-04-920-5279-000,Manola Buendía Tejedor,5617611 CBBA,Residencial,R2,12:7F:21:2A:F4:FA,01/10/24,ACTIVO,"2""",Agua Potable
CT-00057461,12-02-651-4715-000,Sabas Chaparro Alcaraz,5329459 CBBA,Residencial,R1,2C:7A:D9:99:39:FB,10/10/21,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00057462,03-17-500-8718-000,Noé Porta Gutierrez,4358515 CBBA,Residencial,R2,73:05:1A:BA:D2:78,01/08/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057463,12-07-016-6103-000,Felipe de Marquez,8149506 CBBA,Social,S,57:6B:74:A3:60:7E,10/18/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057464,04-01-313-8993-000,Teodosio Peral Ojeda,3591379 CBBA,Residencial,R3,0A:56:CE:A5:CE:5F,05/07/23,ACTIVO,"1/2""",Agua Potable
CT-00057465,14-12-134-5639-000,Clemente del Ribes,7674012 CBBA,Residencial,R2,79:E9:3F:D5:D9:3E,04/26/13,MOROSO,"3/4""",Agua Potable
CT-00057466,03-09-949-7791-000,Marco Grande-Piñeiro,7362427 CBBA,Residencial,R3,86:27:4F:52:C7:C6,02/03/12,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057467,12-07-193-1569-000,Violeta Simó Paniagua,3071771 CBBA,Comercial,C,D7:F2:77:E6:4C:B3,02/01/25,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057468,07-07-505-6132-000,Milagros Velasco Cañellas,9988294 CBBA,Residencial,R3,D4:30:10:F2:E7:8B,11/15/20,ACTIVO,"1/2""",Agua Potable
CT-00057469,05-13-465-3704-000,Custodio Tovar-Sanz,6650449 CBBA,Residencial,R1,36:3F:E8:54:A7:F2,03/16/23,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00057470,09-05-404-8464-000,Félix Leal Sacristán,6362053 CBBA,Residencial,R1,5D:28:8B:DF:5D:08,04/07/23,SUSPENDIDO,"1/2""",Agua Potable
CT-00057471,10-18-469-1252-000,Ofelia Mármol-Naranjo,2069465 CBBA,Residencial,R2,2A:0C:20:05:06:6C,05/29/20,MOROSO,"3/4""",Agua + Alcantarillado
CT-00057472,07-11-673-8351-000,Isabela de Gutierrez,9115489 CBBA,Residencial,R4,95:AC:CD:0E:EF:20,06/07/24,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057473,01-04-669-3267-000,Flavio Conde Martorell,5955395 CBBA,Residencial,R1,93:D8:DB:C0:8C:D1,07/18/11,ACTIVO,"1/2""",Solo Agua
CT-00057474,10-15-721-8256-000,María Manuela Naranjo,7970450 CBBA,Industrial,I,60:91:6B:90:3F:24,10/30/14,ACTIVO,"1/2""",Agua Potable
CT-00057475,04-06-284-9213-000,Martín Hoyos Vicente,9444033 CBBA,Comercial,C,FB:6F:33:D7:DE:CE,12/23/25,ACTIVO,"1/2""",Solo Agua
CT-00057476,09-20-834-2537-000,Germán Miranda Aguilar,1733949 CBBA,Comercial,C,30:FB:A4:78:ED:B8,05/23/14,ACTIVO,"1/2""",Solo Agua
CT-00057477,07-11-819-6205-000,Custodia Batlle Mateu,8248810 CBBA,Residencial,R4,49:52:79:21:B3:7A,09/07/15,ACTIVO,"1/2""",Agua Potable
CT-00057478,03-11-731-4519-000,Plinio Larrañaga,5483580 CBBA,Residencial,R2,C7:5D:7E:38:FD:39,04/11/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057479,06-13-396-8074-000,Rufina del Armas,5554896 CBBA,Residencial,R3,A1:81:D3:E2:76:91,07/15/16,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057480,15-01-156-3183-000,Perlita Rozas Camps,7645056 CBBA,Residencial,R1,CB:D6:1D:16:B3:C5,07/26/21,INACTIVO,"1/2""",Agua Potable
CT-00057481,05-16-493-4671-000,Marta Camps Alberto,2863755 CBBA,Residencial,R3,62:46:E6:99:EF:BB,08/24/12,ACTIVO,"1 1/2""",Agua + Alcantarillado
CT-00057482,02-07-178-8783-000,Leocadio Jaén Pla,8651285 CBBA,Preferencial,P,EB:4E:CF:21:53:87,08/04/23,ACTIVO,"1""",Agua Potable
CT-00057483,08-12-902-4212-000,Claudio Fonseca Bustos,4268008 CBBA,Residencial,R4,FB:8F:8B:0E:58:07,09/13/17,CORTADO,"3/4""",Agua + Alcantarillado
CT-00057484,10-10-756-2050-000,Melisa Saez,3652427 CBBA,Comercial,C,11:F8:33:CB:1D:DA,06/14/23,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057485,03-10-981-4641-000,Jerónimo Giralt Cánovas,2674587 CBBA,Residencial,R4,93:15:A3:DD:B8:72,04/24/23,ACTIVO,"1/2""",Agua Potable
CT-00057486,04-01-141-9042-000,Manu Adora Barrera Correa,2765207 CBBA,Residencial,R3,D5:D4:D0:68:3C:8B,07/09/11,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057487,06-08-286-5019-000,Noé Páez-Mariscal,6267250 CBBA,Residencial,R1,80:7C:6D:B4:E3:FA,08/13/15,ACTIVO,"1/2""",Agua Potable
CT-00057488,12-15-236-4535-000,Virginia Pina Alcolea,6348228 CBBA,Residencial,R3,0A:0A:D4:C9:34:CE,07/17/17,ACTIVO,"1/2""",Solo Agua
CT-00057489,05-01-902-6324-000,Agustín Vilanova Albero,7299191 CBBA,Comercial,C,10:3B:61:6C:43:05,02/17/21,ACTIVO,"1/2""",Agua Potable
CT-00057490,03-03-730-9839-000,Cebrián Agustí Linares,4217865 CBBA,Residencial,R3,04:23:FF:73:1A:76,02/07/22,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057491,11-01-963-6960-000,Eutropio Perez Mur,7461163 CBBA,Preferencial,P,23:45:36:63:FD:47,02/15/14,ACTIVO,"1/2""",Agua Potable
CT-00057492,02-10-287-8409-000,Curro Solano Higueras,2800798 CBBA,Residencial,R2,BE:C2:A4:C6:10:AF,05/02/19,SUSPENDIDO,"1/2""",Solo Agua
CT-00057493,03-12-598-3466-000,Che Eusebio Robles Molina,8098533 CBBA,Residencial,R3,4C:CF:D7:13:9B:85,04/04/12,ACTIVO,"1/2""",Agua Potable
CT-00057494,12-18-470-9935-000,Miguel Loreto Osuna Anaya,9819564 CBBA,Residencial,R4,70:95:63:08:58:46,01/22/13,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057495,07-17-797-2090-000,Azucena Aguilar Prada,8911704 CBBA,Preferencial,P,DA:9C:BD:25:C4:F0,05/30/24,ACTIVO,"1""",Agua + Alcantarillado
CT-00057496,10-07-063-7936-000,Anacleto Juan Manuel Angulo Aller,6393133 CBBA,Preferencial,P,F8:9A:0C:E9:A5:8A,09/17/19,ACTIVO,"1/2""",Agua Potable
CT-00057497,12-08-545-7953-000,Rosenda Cantón Martin,7056966 CBBA,Comercial,C,2A:8C:BB:F1:60:B0,06/30/16,ACTIVO,"1""",Agua Potable
CT-00057498,08-08-313-5839-000,Ismael Izquierdo Barreda,8119988 CBBA,Comercial Especial,CE,5C:C6:82:BD:EE:3F,08/12/16,ACTIVO,"3/4""",Agua Potable
CT-00057499,06-18-341-8807-000,Serafina Morante Aller,8334931 CBBA,Residencial,R1,A8:E8:8E:DC:E5:48,07/23/23,ACTIVO,"3/4""",Agua Potable
CT-00057500,12-20-422-0551-000,Anselmo Bermejo Oliveras,9705436 CBBA,Residencial,R2,38:E7:AB:E9:46:43,02/27/20,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057501,15-15-382-0748-000,Prudencio Prats Andreu,3759206 CBBA,Comercial,C,14:BB:6C:08:9B:D7,04/20/16,MOROSO,"1/2""",Agua + Alcantarillado
CT-00057502,11-08-585-4713-000,Oriana Bustos Ferrán,2223869 CBBA,Residencial,R2,B9:5E:48:DC:96:61,08/01/22,MOROSO,"3/4""",Agua Industrial
CT-00057503,07-17-335-9402-000,Pía Chaparro Patiño,1370710 CBBA,Residencial,R2,D1:84:39:04:EA:4A,01/24/16,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00057504,11-19-195-9245-000,María Belén Costa Arnaiz,1167190 CBBA,Residencial,R4,03:C8:38:CC:AF:4C,03/11/23,CORTADO,"1/2""",Agua + Alcantarillado
CT-00057505,01-17-463-7988-000,Candela Carballo-Uría,7006855 CBBA,Residencial,R4,CF:C2:D8:82:E5:BE,06/18/19,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057506,13-08-846-2031-000,Lorena Mayoral Hoyos,5876515 CBBA,Residencial,R3,5A:2A:0C:31:08:05,10/23/19,CORTADO,"1/2""",Solo Agua
CT-00057507,02-14-679-2694-000,Tomás Estrada Águila,5794815 CBBA,Preferencial,P,D9:C5:10:D6:9C:A6,03/03/22,ACTIVO,"1/2""",Agua Potable
CT-00057508,05-15-062-4149-000,Sandalio Galvez Contreras,3606399 CBBA,Residencial,R4,48:D8:B7:57:A7:52,01/27/26,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057509,03-15-545-2114-000,Sebastian Bauzà Prada,5497766 CBBA,Preferencial,P,5B:F6:82:3E:1C:F3,07/27/22,ACTIVO,"1/2""",Agua Potable
CT-00057510,07-03-866-1029-000,Ale Jaén-Andrés,6105348 CBBA,Residencial,R4,07:68:2C:B8:C1:75,12/05/13,MOROSO,"3""",Agua Potable
CT-00057511,07-11-741-4507-000,Hilario Cobo Sabater,1078922 CBBA,Residencial,R3,AB:E9:D2:28:23:45,12/10/20,ACTIVO,"1/2""",Agua Potable
CT-00057512,10-12-803-7010-000,Jonatan Casas Mascaró,7808274 CBBA,Residencial,R1,2F:12:AD:25:9F:C9,06/23/24,ACTIVO,"3/4""",Agua + Alcantarillado
CT-00057513,10-14-407-7478-000,Tomasa Escolano Torres,1264962 CBBA,Residencial,R4,B2:32:47:FC:3A:13,05/29/25,ACTIVO,"1/2""",Solo Agua
CT-00057514,08-10-462-8338-000,Toño Salas-Carreras,8765761 CBBA,Residencial,R1,92:C3:EA:6A:7A:76,08/18/21,MOROSO,"1/2""",Agua Potable
CT-00057515,03-02-813-2010-000,Adoración Nicolau Diaz,3039166 CBBA,Residencial,R2,72:9F:D3:A3:B3:09,04/06/18,ACTIVO,"1/2""",Agua + Alcantarillado
CT-00057516,15-19-421-9548-000,Ruperta del Cortina,6935967 CBBA,Comercial,C,31:3E:EB:B1:1B:9D,12/02/11,ACTIVO,"1 1/2""",Agua Potable
CT-00057517,06-18-561-8472-000,Virgilio Mayo Villalba,8075452 CBBA,Residencial,R3,2E:68:F7:F4:4E:25,02/21/23,ACTIVO,"1/2""",Solo Agua
